"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","MCL,BAX AF488-Alexa Fluor    488-A","BIM AF647-Alexa Fluor    647-A","CD5 APC-CY7-APC-Cy7-A","CD19 BV421-Brilliant Violet 421-A","LD Aqua-Fixable Aqua-A","CD69 BV605-Brilliant Violet 605-A","Ki67_BV711-Brilliant Violet 711-A","Bcl-2 PE-R-PE-A","IgG Rb AF594-AF594-A","CXCR4 PE-CY7-PE-Cy7-A","SampleID","Time"
270212,233276,90,310776,268615,86,10759.6,134206,5046.31,66700.7,3410.55,9770.17,5269.72,412215,73579.6,-44521.4,144496,1.76908
357047,242683,107,264295,179856,109,10238.8,170836,7770.43,56685.6,2692.63,25742.7,5336.2,363481,88388.8,-36065.3,81296,1.77471
368435,321749,89,283048,239148,88,13179.7,168889,4540.01,93243.3,2363.42,3907.21,4887.78,409490,101433,-45719.9,120827,1.79443
342601,308286,89,241755,214530,86,11677.9,146026,6028.11,59292.1,2491.97,13495.4,3380.2,358860,80433.3,-38335.4,71321.1,1.81556
272651,245001,82,280092,253847,82,10334.1,144817,9494.75,89411.6,824.314,29591.2,2959.84,424793,49380.6,-45438.3,101981,1.85218
278533,182268,101,267342,195993,99,11095.7,226973,4732.99,79121,-635.248,11028.2,7936.47,293592,122175,-27596,88087.3,2.21839
319688,279958,87,273226,237985,88,9396.76,204318,6393.84,82398.5,1960.99,9115.06,4269.11,360703,86261,-33510.8,92572.3,2.23107
313514,276687,86,332240,279250,87,11746.3,153039,4043.21,71509.1,2557.38,3084.24,2456.78,269035,65424.2,-29490.3,152917,2.26487
249329,226739,84,183073,164037,81,8001.98,147305,4794.33,51184.4,2032.99,21496.7,2552.19,382221,61356.6,-42092.3,100613,2.39868
374280,329578,94,250056,214607,88,11837,149705,7264.42,46679.3,2519.08,-650.086,1695.84,518170,85501.4,-57152.1,136963,2.51136
338428,298970,99,281374,242350,86,12125.9,162683,2928.67,134026,2863.12,9186.49,3755.64,267158,70976.7,-29588.6,88597.4,2.54376
311022,271017,87,206646,173532,86,7856.19,245473,5470.78,82274.2,2312.36,-1381.39,3183.08,279551,55600.3,-21621.5,87916.2,2.63531
358228,322914,86,238843,207530,87,11352.3,107950,5310.15,73097.3,3092.27,27671.7,2433.84,274024,59292.9,-30330.8,43401.8,2.6508
409064,356776,90,363970,308577,89,17567.9,262792,8416.01,33948.7,4022.09,2039.54,5693.16,329732,81948.9,-30954.7,73738.8,2.72405
332467,302164,84,263693,230492,84,11517,118024,5877.17,68832.9,5781.8,4102.09,3379.13,317136,25538.4,-35852.5,97360.8,2.72405
368825,327711,87,279373,246471,89,13767.5,176005,14007,87051.9,2498.93,3211.32,2422.67,405119,93445.8,-45210.8,80684.1,2.78461
318031,278838,94,279304,233149,86,13167.2,187822,9487.35,59347.4,863.844,5084.25,3690.64,371023,89279.2,-41179.1,70902.1,2.81137
329323,291810,87,302737,264964,87,11716.4,146057,5414.12,75590.1,2752.28,18663,3265.11,332042,77392.6,-37199.9,93684.1,2.86208
343100,308127,85,272821,247878,83,11599.6,118281,5457.46,153767,2757.18,12581.2,2043.62,378278,69762.5,-41937.3,87109.8,3.01279
330861,301308,85,283647,251193,86,11376.4,121609,2781.68,121799,1345.08,24174,3321.37,293760,69075,-32329.2,83625.9,3.02124
334417,296455,90,210199,186163,86,10149.6,143885,4734.15,68761.8,1637.05,12291,3736.21,325543,74466.2,-35651.5,120987,3.03673
325510,293942,88,213196,191120,84,11969.9,142149,6115.58,43312.9,2241.44,15912.4,2388.06,280584,71574.9,-31201.8,84753.4,3.06068
349236,308718,88,289414,248129,88,16022.5,190186,4944.25,33131.8,2782.14,2178.94,2456.81,368097,99150.7,-38313.3,111149,3.12124
306587,280522,86,237469,208150,84,11353.5,156428,7919.15,93194.9,736.243,17291.5,3445.48,446328,79912.9,-49325.7,76644.7,3.31421
376931,332457,89,241458,201896,88,10850.2,112146,4854.29,64220.2,4062.65,17089.4,1719.11,411303,58330.8,-43254.4,85895.8,3.34661
330271,294477,88,292867,254911,87,11951.2,71019.3,7783.5,50330.3,4065.98,6963.11,2482.42,293069,38864.5,-34270.4,59806.9,3.34801
296291,263321,85,228182,201965,84,9409.77,144323,7305.99,38013.3,2495.12,1796.73,3131.79,303157,61838.8,-30692.5,106928,3.47196
362054,317097,89,293656,249947,90,17077.6,200484,7302.53,60083.4,2053.15,8877.44,3515.44,418567,101994,-44504.6,56631.4,3.60436
269147,241891,82,245618,213421,85,10230.4,136659,4001.58,39103.4,-189.149,2081.13,3113.86,274031,65523.3,-28212.5,131591,3.70014
267818,233076,84,235730,200102,83,11348.2,113499,6812.39,44938.2,1559.7,-341.194,2927.92,270353,65194,-27437.1,81213,3.88888
308782,270625,87,270693,229802,85,10986.2,146017,3886.7,92705.6,165.057,1332.73,4051.22,228104,63249.3,-25051,70980.5,3.91423
293981,271764,82,190024,172087,89,10573.4,139043,7414.97,51113.3,1397.76,12794.2,3112.84,311140,59972,-31264,79073.6,3.93677
375534,327557,96,329199,283167,93,16786.2,261286,6790.35,87956.5,2667.96,10201.2,4435.1,318534,103364,-33720.4,112336,3.93677
346318,308783,89,249708,222600,85,11007.3,146370,2469.97,60630.2,3040.2,17033.4,3243.62,396151,74316.7,-42264.4,87671.7,3.94381
372597,330253,88,282744,244085,88,11769.8,155934,6416.19,106029,2959.67,-909.047,2657.6,222489,76525.5,-23346.4,99868.3,3.99593
320656,282702,85,216114,192223,85,12802.6,199768,7388.17,80415.4,2248.93,1210.88,18529.2,181674,91240.4,-17784.3,84093.5,4.03677
379039,333484,88,267238,231585,86,15865.8,148319,5037.34,52378.2,1191.47,9931.38,3522.38,312918,80868.2,-32622.5,121229,4.1565
331509,295848,89,254450,224429,85,12148.4,164493,4271.11,59381.4,1982.74,13404.3,3449.39,427870,83160.3,-47710.5,95469,4.18748
347124,311270,86,242206,209704,86,13482,180368,6154.68,65093.5,2883.47,336.443,3255.03,396674,94793.6,-42907.7,84388.9,4.20157
356915,318374,90,294483,260710,86,16871.3,199572,4757.05,41349.3,2793.21,4579.61,4219.5,313562,120854,-34385.6,88009.2,4.24805
334107,295068,92,257241,226565,86,11430,178179,7385.01,137741,359.219,-2465.54,3515.85,200146,80787.8,-21032.6,89236.3,4.34664
333918,304688,84,230328,207007,85,14090.6,154842,3079.87,38518.6,1433.1,17117.9,1969.55,314252,87095.3,-33058.2,106509,4.39453
343905,315027,84,225939,199815,91,13179.6,172764,5696.13,50932.3,2541.83,10428.3,3748.89,391175,85270,-39691.3,61664,4.40298
369604,327897,87,239157,212415,85,12506.9,160201,6382.46,92543.2,1386.26,21541.1,1296.96,291982,82755,-32981.3,104339,4.41284
295493,260733,86,320828,279591,85,12673.7,161704,8138.41,123743,1448.66,22987,4785.49,324641,84008.2,-34591.4,94902.2,4.48045
330532,292116,89,238131,202567,87,10682.7,177393,3676,47762.9,893.125,2469.15,3108.17,396137,78260.7,-43676.6,78671.8,4.6706
345778,313210,85,231583,211192,84,11406.9,212986,7349.51,108699,4242.97,1434.26,2343.26,289420,70135.9,-26895.5,88264.7,4.74525
376342,330683,87,334564,276742,89,16355.4,235383,7725.51,146506,882.867,27386.9,2818.16,602503,111537,-66627.2,54863.6,4.77342
362204,319559,91,227568,199144,86,12818.7,223131,10426.5,75345.7,-223.569,670.186,3618.18,243861,99004.1,-25536.2,99161.3,4.84666
360293,320734,87,265040,236195,87,16128.2,270778,11629.1,61519.7,4073.45,3509.97,5987.97,239036,84888.5,-24588.1,89782.3,4.91709
321572,288324,90,247380,222845,85,11177.3,163682,2204.94,33058.3,1942.6,13517.2,3476.68,499797,72270.3,-51704.9,84113.9,4.97624
329981,288164,87,341490,294303,87,11613.3,105598,10795.8,83333.7,3467.37,12332.4,2255.41,399480,57010.8,-42680.8,99318.1,5.08047
305172,266618,86,308268,261663,87,8125.29,108777,7528.8,93749,5846.26,17967.9,1872.12,436126,23441.4,-48457.9,76685.5,5.08892
315055,285859,84,203673,175295,85,10794.8,141993,2359.9,88833.4,600.159,23803.3,2188.24,384890,61493.6,-42088.1,104867,5.16076
317133,279611,87,304521,257737,86,13494.9,172336,2648.28,72991.5,3106.83,16810.8,4378.8,470166,87393.2,-52029.9,68112,5.27626
366514,324960,92,290871,258976,89,12515,177283,2150.02,51299.9,3226.68,10960.1,3555.55,340238,92983.1,-36185.2,112152,5.30161
317649,281896,90,230715,200091,85,13325.5,197627,3929.95,54906.5,1744.74,8688.6,4281.03,379782,105097,-39870.5,124783,5.47485
328616,297487,86,218396,194762,84,14430.8,217003,8352.63,49856.3,2141.57,1407.47,2925.24,431693,91446.9,-47591.3,73680.9,5.47626
356707,313756,86,373087,332381,89,15592.4,221048,7505.99,75087,3745.32,1443.19,5663,322661,99977.9,-32304.4,109840,5.47908
478402,375996,96,286203,201106,96,14982,215802,8983.65,101765,2935.8,32551.7,5330.34,375136,108950,-36297.1,108099,5.63683
307867,266414,90,338773,285853,88,15627.9,183563,5720.33,152722,3565.83,1147.94,29476.9,191447,73004,-16682.6,110502,5.67486
278861,254221,84,179462,154274,83,8559.3,156412,3552.15,28525.1,640.299,1954.71,3605.58,218507,78273.9,-22911,92085.2,5.71148
319753,288265,83,267864,235430,85,10124.7,143202,4924.55,78100.3,2413.63,5308.28,3966.15,222437,56006.2,-24285.5,85144.7,5.72275
333513,296499,86,252455,230593,85,13463.7,181749,4858.84,61608,2426.98,647.552,3730.53,298363,90768,-28012,88815.8,5.74247
315712,289301,89,241217,210177,84,10326.2,114326,4691.12,52100.6,2228.5,2057.97,1688.79,265077,44837.1,-29357.8,84519.6,5.89459
303161,263823,89,242606,210735,85,3975.04,59843.3,5115.08,35314.8,3803,1169.22,735.797,352388,8375.81,-38305,95270.7,5.93684
283254,249246,86,236482,209464,84,8024.09,211507,6723.42,66053.4,943.008,2581.39,4175.27,277522,59588,-28722.8,102411,5.98192
377453,347326,84,265827,236479,85,16033.7,206548,4632.52,54640.2,3576.11,26216,1883.34,193983,86962.8,-21322.5,111922,5.99882
332461,307531,85,180541,168522,83,9713.92,129240,5020.56,98327.9,-126.227,21952.5,845.096,259241,44404.3,-26582.9,88561.5,6.0284
273388,241276,83,243847,218509,83,11731.5,146725,8678.59,90720.9,2088.26,1959.12,2294.67,180392,70395.2,-17459.3,91793.9,6.10727
385401,335240,89,284795,245038,89,16582,234933,3321.68,58455.8,5051.71,5697.49,3459.19,339027,102383,-37829.9,89648.9,6.28474
262108,247180,79,188524,165809,82,9776.79,172334,4423.95,59621.5,474.789,1808.15,5504.71,374571,78365.6,-38215.1,104008,6.3439
339546,305030,86,262390,232569,86,12986,141394,5679.85,108614,1127.5,392.696,2675.32,91461.2,72712.9,-9974.89,49014.1,6.37348
342290,304210,99,276024,242617,84,12289.6,178079,7998.49,80518.6,3704.79,-590.291,3716.2,219180,75473,-23006.1,66453.2,6.52982
335552,303515,85,240505,215951,84,14360.9,182338,4862.23,63764.8,752.115,1181.91,3463.48,423475,88575.8,-47099.6,99523.4,6.58476
331371,298404,86,229472,198906,84,13734.4,164516,5298.36,25163.9,2287.05,20518.4,2672.94,501628,84574.3,-54294.9,104806,6.61152
349338,306739,91,298410,257408,89,12972.4,144530,6602.67,101258,1426.28,16941.7,1811.41,350332,77044,-36958.9,117265,6.61715
339110,299360,89,297371,255086,87,14591.1,252820,5277,99679.8,1163.64,3622.39,5231.31,208792,96793.1,-21216.4,64983.2,6.64532
326056,289852,83,327155,282749,86,13867,155582,5811.28,41064.4,2522.2,6747.38,1398.74,475318,72598.6,-49231.4,99054.6,7.01576
338711,298771,99,239087,207381,86,12092.5,176352,4530.75,74535.5,1534.45,10319.4,3268.63,387695,80947,-44067.3,106349,7.11154
343812,306938,86,248927,217262,85,14573.2,181813,1896.55,43460.6,2278.72,4746.35,3662.93,209293,80802.4,-19600.3,71029.3,7.11999
296819,267300,84,241526,207803,84,11636.7,195191,5016.31,79591.2,1884.76,1242.65,5609.4,285182,101478,-26689.4,111125,7.12844
326473,281158,91,246725,215294,86,13924.3,218187,7169.98,55551.1,1221.72,2998.7,4280.01,289964,80392.2,-26977.6,123583,7.19323
266528,245621,84,191364,175031,82,7377.14,165684,4813.92,80479.5,-1719.08,13432.1,2776.07,273021,63079.8,-23607.3,114431,7.32704
361182,318166,92,297323,259890,88,12434.5,134598,3136.72,100785,2441.24,7632.46,2940.5,292049,51856.9,-32802.4,79791.1,7.37493
362819,315928,101,293356,246900,89,11574.9,193982,6026.11,65009.6,2989.6,4159.5,3832.84,297377,72000.1,-32310.9,83669.1,7.41577
351883,309701,89,287371,252267,87,17336.3,202320,5834.02,117270,1507.17,28978.5,4352.6,404836,118408,-43710.9,69352.2,7.49465
312246,273689,91,328014,283094,86,12159.1,166299,2605.17,42011.3,2814.52,16962.1,4340.35,482707,76870.3,-53474.2,91232,7.61015
313368,276661,85,310877,267265,87,11587.2,119437,6982.12,103590,2914.78,475.784,1627.07,430756,75335.3,-49441.7,112701,7.74255
326083,299869,84,271117,239573,85,12341.9,132104,5123.56,109984,1739.69,29429.6,3001.57,310141,71665.8,-34815.6,76025.8,7.83269
330954,298452,91,288436,259793,84,12151.5,148693,4362.41,57898.2,2338.78,11519.5,1787.37,334044,69941.8,-36830.4,58559.8,7.91297
338330,300465,90,229876,201878,89,13048.2,151994,6380.44,65583.5,2722.98,11116.2,1034.43,370180,89989.1,-40800.9,83283.1,7.92002
364524,325600,88,217060,192263,86,13917.3,189023,7107.62,86712.4,1883.29,5947.66,3590.27,253830,104075,-28072.2,81214.1,7.93833
312241,283158,86,306311,274664,85,12888.2,183302,6962.8,48647.5,1443.07,12416.8,2840.07,369664,79722.9,-39556.2,76459.6,7.97072
352200,309119,88,272064,232346,89,11554.5,172121,8249.74,56757.1,4601.39,28955.4,2584.85,504697,82519.8,-56863.2,105147,8.0665
378804,337836,87,287676,248043,86,13804.3,130134,5203.71,183447,5132.5,15104.2,4639.21,294378,79935.9,-33491.2,69935.4,8.06932
350846,313803,89,294518,257007,86,13003,144732,2135.05,110356,2777.17,12207.2,5436.26,318408,74626.4,-34068.1,62715.5,8.10453
321375,288726,89,220242,195153,84,9995.77,134453,5196.46,64704.7,1237.89,187.492,3532.29,176370,60920.4,-19198.9,55350,8.16651
276254,246118,93,188864,163235,84,8829.47,182522,4983.98,44080.3,433.95,6825.08,2683.24,435417,71376,-46523.3,101278,8.21017
333825,294805,86,250404,221444,86,13226.8,229501,3967.85,55623.9,4135.91,1850.39,2511.3,263106,70296.3,-28852.8,100153,8.25806
326985,293137,86,249655,223612,85,12662.1,189733,5304.37,75011.5,234.708,11879.3,2142.27,397446,83367.2,-41999.6,62938.2,8.29891
312940,284312,85,189918,170146,84,9951.15,170380,7246.69,76168.1,2399.54,17098.2,1761.8,375564,83974.9,-38750.4,75581.9,8.39468
350507,306407,88,293071,248602,90,14216.7,146596,4589.1,147632,2209.36,16376.1,4579.3,290235,86133.4,-31143.6,108061,8.40736
299805,274150,85,243432,218337,84,9380.5,124093,4315.23,72806.1,881.849,21473.2,2014.75,207087,57479.2,-23123.5,28074,8.44539
328321,296278,84,271137,236976,84,12611.7,150550,7281.78,56300.3,3552.41,9163.12,3574.61,373335,87460.7,-41549.4,131005,8.70878
349346,316786,87,305594,281864,84,14873.9,172143,2344.18,93221.3,706.182,1760.46,4087.75,322404,100919,-35666.2,82232.4,8.72568
337579,303921,84,252573,226031,87,13648.7,176070,6673.1,48447.1,2161.29,6156.8,2903.57,417609,77838.1,-42629.3,126695,8.75244
343787,310186,86,257288,232529,85,15979.8,213903,6735.08,44639.2,912.55,2037.35,3445.87,355923,92575.6,-36196.2,127620,8.86231
348632,312243,87,299195,269157,87,11627.9,124365,3406.53,88363.7,4042.81,16315.4,2552.45,331790,73883.6,-36837.6,72068.5,8.92991
256516,233580,96,314337,262380,96,9075.36,144222,6423.59,37365.2,3170.2,4924.32,2424.13,402174,63692.6,-43254.2,68140.5,8.944
