"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","MCL,BAX AF488-Alexa Fluor™ 488-A","BIM AF647-Alexa Fluor™ 647-A","CD5 APC-CY7-APC-Cy7-A","CD19 BV421-Brilliant Violet 421-A","LD Aqua-Fixable Aqua-A","CD69 BV605-Brilliant Violet 605-A","Ki67_BV711-Brilliant Violet 711-A","Bcl-2 PE-R-PE-A","IgG Rb AF594-AF594-A","CXCR4 PE-CY7-PE-Cy7-A","Time","SampleID"
274914,264295,83,187362,178730,83,4762.52,154981,6356.8,35071.7,-691.228,9559.07,736.356,178638,34223.1,-11591.6,1.13768,1
223863,204038,84,289236,263816,85,7005.15,199896,12418.2,11541.7,-996.687,1747.03,2014.95,229766,45663.1,-17996.9,1.16029,1
225241,202167,85,347462,321210,85,8997.18,168983,18686.4,6593.52,1464.74,525.08,4601.56,147087,40679.1,-10344.1,1.1644,1
345773,309877,87,329214,280088,92,7001.25,99945,30784.8,22650.4,1768.77,-1181.54,2752.25,137749,41211.1,-9933.18,1.16851,1
305572,280947,86,191507,175740,85,5474.95,190503,7466.65,48648.6,-225.661,2134.27,1235.62,239186,34675,-17674.9,1.1829,1
314294,289894,87,205222,183418,87,7010.94,148557,14833.5,31804.5,-2451.69,31.6876,1713.1,114456,58526.5,-7194.9,1.18495,1
278377,240307,88,345182,306743,90,8581.3,175568,22954,39325.9,-1442.62,705.079,2791.52,107560,70541.6,-8197.53,1.19626,1
342992,314048,87,274274,248400,88,9330.7,155564,18500.8,30055.3,-1329.88,3028.03,6077.23,61087.8,56690.3,-5006.02,1.22092,1
289768,273224,86,237863,222695,86,6239.15,165067,5051.88,20436.7,-4.38312,8730.23,2186.38,178241,40415.9,-14089.3,1.22503,1
288599,269025,84,209711,194832,86,5783.71,191502,12877.6,26563.6,-916.03,-192.672,1917.86,203512,37475.5,-15734.6,1.23017,1
340539,314434,87,267676,246526,88,7523.75,212871,30329.9,23388.7,847.066,-647.244,1621.07,266267,62657.5,-23164.6,1.23634,1
290053,274371,86,159743,149011,85,5873.13,126554,5796.65,19443.5,722.173,1799.82,1377.83,193095,27297.9,-14942.1,1.23737,1
193931,173923,86,268588,250080,83,5194.19,142030,9530.55,78517.5,-1570.5,5766.6,2927.53,142011,46026.7,-11871.3,1.25073,1
253196,222886,88,371636,322243,94,6945.39,109022,19129.3,37613.3,541.301,354.551,2605.64,144633,47449.5,-11741.8,1.25998,1
191695,166524,85,310235,274629,85,5027.18,134722,9458.45,32994.4,-629.599,5505.8,4845.65,301798,29403.5,-25336.6,1.26306,1
192108,175541,80,241502,226751,83,6552.22,136640,9753.88,40860.6,-275.107,8669.84,3834.53,121902,22006.9,-9097.94,1.2682,1
265968,255762,83,178161,170004,81,3071.8,143972,5932.18,18373.1,-164.667,3265.28,1191.84,122725,21692.1,-9870.77,1.2682,1
372897,321072,94,318891,273633,92,9246.54,186257,22414.2,17942.4,-1149.76,1117.12,1873.56,130686,72024.4,-9939.34,1.2867,1
343832,308117,93,298494,260346,89,8460.99,136657,11782.5,44460.5,3043.35,7906.39,2104.34,158826,48226.4,-11686.1,1.29081,1
327638,295422,90,284253,259277,89,6207.9,198945,12996.4,15984.8,-1305.18,1683.25,2193.75,224861,53434.4,-17727.9,1.29184,1
212320,195997,81,244982,233347,83,6236.72,139442,8260.2,53137.9,-293.422,9600.02,700.483,106109,38883.3,-6581.83,1.29697,1
224907,214019,85,197304,188734,82,5599.55,122667,5061.68,21619.5,-1554.13,15261.8,1312.55,93861.3,30095.1,-2592.56,1.29697,1
245341,231725,82,194642,185242,83,5631.77,103120,4993.1,41050.2,-585.917,3476.21,2008.73,121505,30467.2,-8226.92,1.29903,1
337460,308544,90,280592,254804,88,7890.67,137453,15186.2,31865.5,325.005,1274.88,1587.34,180617,51529.4,-14660.2,1.30006,1
328782,294207,101,312453,274520,90,7611.97,159113,10607.4,40546.6,75.0437,1665.95,3272.72,284052,45625.9,-24624.2,1.3165,1
272099,253259,85,158552,146250,86,6538.73,214419,7208.67,11593,-133.902,3863.99,1773.77,214959,37715,-13819.6,1.31856,1
258381,241648,84,206944,188357,84,6502.44,210199,6964.84,14892.6,-613.653,-2546.12,2868.68,176048,57213.7,-13572.6,1.32164,1
261074,204539,92,180040,123119,92,8070.44,244199,4082.26,69279,-6462.26,9785.47,1912.46,103547,96635.4,-5639.22,1.33089,1
211559,194755,81,227994,206706,84,5213.03,149574,11941.5,43527.9,-1950.92,127.277,2420.5,161872,40114.3,-13346.2,1.3535,1
221552,182666,88,418314,354429,90,8076.38,140274,8947.33,53006.8,298.709,3681.74,2893.54,281060,46425.9,-21913.3,1.35555,1
320025,291783,86,224058,197520,89,6038.81,160709,8553.3,26313.2,429.927,-1549.75,2794.64,180504,36203.3,-14463.1,1.36377,1
269987,226004,91,437107,373982,92,5958.86,110677,12581.1,43926.8,1766.65,1386.45,1807.44,136122,48276.7,-10444.5,1.36891,1
358112,321737,89,294357,266282,90,11845.7,164940,18015.6,31305,-1775.68,2819.01,2526.55,122451,74152.9,-7564.42,1.372,1
264852,178671,95,215423,158983,94,8352.16,233870,4719.29,34224.5,-4338.42,-967.918,2940.3,115697,87981.9,-9219.45,1.39152,1
281957,249840,86,228032,200534,86,6487.09,197848,6088.39,19429.9,-342.974,6488.96,1363.11,197174,43712.2,-14606.1,1.39666,1
