"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","MCL,BAX AF488-Alexa Fluor™ 488-A","BIM AF647-Alexa Fluor™ 647-A","CD5 APC-CY7-APC-Cy7-A","CD19 BV421-Brilliant Violet 421-A","LD Aqua-Fixable Aqua-A","CD69 BV605-Brilliant Violet 605-A","Ki67_BV711-Brilliant Violet 711-A","Bcl-2 PE-R-PE-A","IgG Rb AF594-AF594-A","CXCR4 PE-CY7-PE-Cy7-A","Time","SampleID"
225478,200772,85,204153,177514,86,2062.97,421.847,6737.78,18711.7,-264.347,826.597,2415.76,-774.7,20666.7,4515.73,0.672192,1
284003,238255,94,414721,345716,93,2551.7,906.781,14471,39999.4,2884.79,4701.59,2180.58,1142.63,26086.8,579.444,0.674251,1
229512,197306,91,412764,336323,90,2723.78,1123.86,26071.4,43000.9,347.253,1587.39,5389.76,-2.70035,23708.8,-179.525,0.677339,1
221332,204735,85,246582,232672,83,4652.35,-38.8898,6974.68,28518.4,862.023,13518.1,746.893,387.856,13670.2,663.24,0.686604,1
158720,143629,81,195087,182151,81,2036.56,-1510.86,7653.51,30819.3,403.098,1727.86,3087.22,-1479.74,18318.2,590.876,0.688663,1
319131,287952,86,330465,295628,88,4275.06,570.572,16663.3,36586.4,1643.54,1732.57,4461.38,-1066.29,34253.6,-99.9281,0.711309,1
244566,237567,83,140768,135888,81,2252.44,779.239,2625.55,29272.8,1354.37,3641.33,898.067,-255.819,6683.89,1067.62,0.718515,1
330790,294422,92,358213,315383,90,2402.27,-466.223,13718.6,19873.7,696.485,3286.72,593.108,483.747,25945.5,-136.705,0.757632,1
325919,297198,90,258491,230094,87,3191.08,-1336.28,15603.5,35826.1,638.459,4684.3,2844.35,-72.6106,28178,363.708,0.769984,1
313756,280163,92,214919,191529,88,2654.74,60.1586,3846.26,23428.8,1296.3,761.096,1541.66,-351.086,21560,1433.51,0.783367,1
298818,277713,86,198014,184244,86,2756.22,670.849,7394.37,53169.1,2273.53,-867.979,1093.92,477.571,18477.6,675.673,0.784396,1
264526,249744,84,123524,117090,81,1609.04,-22.1891,4240.86,43969.6,561.599,12487.6,364.829,775.796,10492.7,829.796,0.788513,1
254173,222484,87,366611,314005,90,2232.09,-250.424,17428.9,16231.3,1747.27,2526.24,3117.28,-155.69,24799.4,449.284,0.798807,1
362979,310644,90,397345,333831,93,15246.8,-146.585,14100.6,29838.9,1069.06,836.645,3384.55,813.296,28382.8,-530.658,0.807043,1
345609,298392,92,336126,284064,95,2583.72,-484.404,9106.42,22342.9,931.662,4139.62,2572.01,863.933,21222.8,448.282,0.807043,1
305619,262993,99,357216,304199,91,4158.14,-119.574,32260.5,53457.5,253.014,7262.52,2036.93,303.053,33453.4,106.482,0.808072,1
409171,357640,93,379832,318343,94,10854.3,-661.917,10980.7,29822.9,2377.14,6796.79,2090.54,-1412.95,19810.7,155.293,0.856453,1
292652,268863,86,208313,187180,86,3175.37,-1166.1,14818.4,36954.7,740.304,1124.81,902.281,-26.9812,14823.7,469.789,0.859541,1
386154,353908,89,284630,258773,91,3791.31,-3310.25,22508.6,48479.7,1844,5512.08,1119.89,1012.4,25993,-389.557,0.874982,1
189776,164891,80,170262,152063,83,2087.57,-262.239,7822.68,19287.6,4830.1,4610.81,1405.86,-419.997,22483,2263.78,0.87807,1
271577,257395,82,185237,171616,83,3572.37,459.28,6243.61,14436.4,1635.33,14801.1,632.736,96.6561,12507.9,829.872,0.881159,1
283036,234973,89,567979,481335,93,5002.97,-1510.18,57414.2,94035.3,402.729,3780,2850.35,-193.676,37068.8,708.856,0.897629,1
299854,277421,85,314956,289511,87,4134.27,-1876.95,18897.1,41536.7,1815.55,3885.14,2337.98,-1215.95,23724.4,59.4956,0.902776,1
305979,282497,88,192690,178449,86,5915.4,299.526,15277.1,16052.9,1199.07,1680.15,1163.42,-8.18175,15139,168.991,0.91204,1
352640,313626,92,301804,266580,90,3052.28,-2446.25,20298.9,42608.2,1956.44,3070.42,2710.12,-51.1403,30588.8,109.662,0.915129,1
297222,279726,85,203316,185917,84,3179.59,-1356.92,6911.58,22829,1325.75,7416.56,342.963,21.639,11975.6,572.797,0.978951,1
259991,242892,84,228445,208144,86,2013.92,83.659,4074.74,46953.1,1343.34,10309.2,844.38,-203.037,16444.6,549.177,0.989245,1
338630,298566,89,310033,268131,92,3379.93,-2722.87,58856.4,27645.1,2236.45,2186.32,3482.48,-334.403,22365.4,73.0647,0.991304,1
178474,156512,85,250221,219111,86,2275.13,-93.3292,7078.86,46755.3,-165.998,11238.7,1078.4,-265.228,22462.6,686.598,0.995421,1
211620,190213,85,238403,213902,85,1653.77,270.605,10084.8,42919.8,1532.65,6658.93,301.727,720.211,17505.8,-332.241,1.00983,1
