"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","MCL,BAX AF488-Alexa Fluor™ 488-A","BIM AF647-Alexa Fluor™ 647-A","CD5 APC-CY7-APC-Cy7-A","CD19 BV421-Brilliant Violet 421-A","LD Aqua-Fixable Aqua-A","CD69 BV605-Brilliant Violet 605-A","Ki67_BV711-Brilliant Violet 711-A","Bcl-2 PE-R-PE-A","IgG Rb AF594-AF594-A","CXCR4 PE-CY7-PE-Cy7-A","Time"
274087,238030,89,421487,359378,92,8481.21,169671,11492.5,24279.5,1516.11,231.852,3032.95,585176,50462.2,-50146.4,0.719761
295594,274332,85,199055,184183,84,8371.5,188708,6170.34,28851.3,-3613.04,6152.36,2086.96,374502,93308.3,-29269.7,0.731874
278572,263158,84,151498,137325,84,5792.81,152591,3797.5,10676.6,-430.389,-1644.8,2141.88,277586,59459.1,-14914.7,0.736922
159913,144260,82,205199,176294,83,9480.34,177959,15890.5,62762.2,737.536,4435.37,2653.41,355190,44610.1,-29662.9,0.74096
154209,129436,83,150181,128443,82,6131.98,95056.5,14232.2,33913.1,2286.99,9239.48,445.17,235590,16372.7,-20436.6,0.757111
348821,321830,89,192637,178356,87,8150.99,164024,3199.98,14299.3,-454.009,7013.96,262.438,373221,44061.6,-30566.3,0.76014
310599,284478,87,212618,190261,87,3982.52,91471.6,9302.7,36061.2,3684.9,4706.21,1038,507891,6694.41,-43884.9,0.765187
335598,308001,96,234707,191503,100,6858.71,157459,5972.6,18279.6,1020.97,2066.75,1516,645299,48829.6,-53653,0.77932
260028,230307,90,378841,326601,87,7631.37,159611,11032.9,39077.5,-395.655,12501,2390.33,692254,58102.2,-57219.2,0.782348
296261,279515,86,211951,194620,85,6237.6,168208,5813.05,42880.8,1505.64,-204.517,3071.14,519343,36071.3,-43938.2,0.806576
467809,410328,97,411464,360889,96,13187.8,174818,8367.2,31057.7,519.552,575.859,3892.13,316900,74277.6,-25426.5,0.830804
348133,331786,87,278873,269066,86,8425.62,198164,4994.62,26795.2,2307.22,2756.3,1649.69,248604,39166.6,-21190.4,0.840898
318974,301052,85,215504,198781,85,7053.02,188549,3204.29,22093.1,2842.89,8797.99,2108.1,414748,35502.7,-35384.6,0.840898
295327,279525,83,223817,196821,86,4806.53,182567,2980.61,10635.2,2680.21,9169.05,1236.45,366701,6662.14,-26979.6,0.840898
373422,328716,91,349766,299608,93,8804.64,151272,14359.8,39354.4,1609.82,2157.64,1860.58,304629,56829.6,-24721.7,0.844936
353967,314283,93,319655,281145,90,6372.82,176652,21065,29990.2,388.898,2882.33,778.341,748722,41549.1,-63784.5,0.850993
367808,334171,89,274860,246376,89,8971.04,134622,8883.11,24438.9,862.629,13373,890.639,310585,51072.6,-23712.9,0.854022
268142,259382,84,157257,148537,82,6148.35,121579,3253.27,14426.7,-313.692,150.992,2021.85,284278,41417.3,-21239.4,0.861088
248408,234559,81,226130,210619,83,5130.95,125508,7473.79,38835,-145.554,4714.4,2971,475047,44906.4,-39310.9,0.864116
350287,300905,96,342120,289195,90,10380.5,157132,6505.23,14537.2,3462.64,5372.31,1651.16,432333,48686.8,-36295.1,0.867145
356466,330736,89,246819,223037,88,7761.23,223258,6117.9,17067.1,-1535.23,13656.6,1283.79,353069,51622.3,-29423,0.89642
315051,289673,89,230922,209801,90,6477.97,132787,9561.66,27752.1,2818.28,2433.62,1719.04,358248,7679.17,-28443.2,0.904496
333250,291609,91,342126,296827,90,9041.3,184872,9607.49,23976.3,429.509,2303.09,2840.67,684421,60463.8,-57868.4,0.937809
298007,282874,86,203346,193583,85,7694.16,188371,4211.58,38050.6,-2629.97,-837.855,1676.79,224787,91565.2,-14045.2,0.943866
296588,269297,85,218043,194938,89,3562.54,87758.8,10093.3,26063.3,3220.31,-846.434,2046.78,701817,21490.6,-60094.2,0.950932
268793,186431,96,213054,133344,93,11627.1,277152,4535.7,33194.8,-3637.49,-519.559,3467.03,247886,126946,-18431,0.952951
328030,304386,86,248198,222761,87,6778.21,70568.4,9767.65,45171.8,1971.56,5082.84,277.747,418987,14408.4,-34654.5,0.969103
390582,345160,90,345572,295050,93,9591.32,230127,8907.92,23343.5,380.774,6531.94,1850.29,720284,81785.8,-56963.2,0.987273
350701,315278,87,435396,371384,94,7867.97,53318,24097.9,91733.8,4284.25,5443.68,2161.71,334821,23384,-26280.9,0.99333
328121,306317,85,197778,182163,86,4144.06,59493.3,8493.47,18370.6,4199.14,983.078,1140.43,470408,18663.4,-41035.8,0.997368
223692,195931,83,236676,217914,85,6575.89,140582,5645.08,32058,-84.3476,3914.49,784.611,566140,34201.4,-46259.6,0.998378
329940,303068,88,293760,263768,89,6717.27,167233,12132.6,31929.4,960.428,10601.5,1491.1,538310,50453.7,-45404.5,1.0004
332848,299605,89,224963,198432,89,11305.7,267835,3095.72,46079,-6944.5,10413,2547.2,242573,137390,-18375.6,1.00544
230381,193817,84,363658,305152,86,6433.09,88087.4,54412.7,32808.4,3148.13,7018.41,2104.54,325050,15263.5,-29906.2,1.0216
323962,299615,86,253385,223248,88,3852.27,69699.1,14961.3,33736,4764.02,8515.29,-635.607,512566,10610.7,-45228.2,1.02664
342346,305026,88,312053,269547,91,7296.91,232377,9015.13,18592.4,323.747,-1253.7,2468.17,579973,62257.1,-47834.8,1.03371
377061,348998,91,383777,346428,91,6782.96,129279,7438.83,47819.2,2327.63,11476.2,12018.5,289664,44945.9,-22711.4,1.03472
373321,342650,89,250745,228309,88,11650,248292,7975.7,965751,-1832.61,10133.4,5207.61,252228,53716,-20203.2,1.04885
288128,251458,88,329270,282070,90,6911.49,131499,10791.3,24161.2,506.796,3001.9,2939,725707,46508.7,-63244.7,1.05491
250998,234522,82,219600,204123,83,5143.18,126415,4921.06,37110,1960.15,7446.79,1223.31,366507,35987.1,-28255.5,1.05491
