"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","MCL,BAX AF488-Alexa Fluor™ 488-A","BIM AF647-Alexa Fluor™ 647-A","CD5 APC-CY7-APC-Cy7-A","CD19 BV421-Brilliant Violet 421-A","LD Aqua-Fixable Aqua-A","CD69 BV605-Brilliant Violet 605-A","Ki67_BV711-Brilliant Violet 711-A","Bcl-2 PE-R-PE-A","IgG Rb AF594-AF594-A","CXCR4 PE-CY7-PE-Cy7-A","Time"
326659,300428,87,150695,132800,83,8727.82,112212,4536.46,3786.82,3140.68,-1431.05,1658.08,38145.6,54553.1,-4109.95,0.00100806
301124,282157,83,123016,112914,80,9705.1,80143.5,42533.4,3923.49,3010.91,1055.13,1945.75,41170.3,48103.9,-3876.4,0.00201613
325938,301985,84,127057,114717,83,8907.16,92063,1500.57,4276.72,2141.2,325.354,3226.28,34872.5,52716.3,-3446.47,0.00201613
334259,305793,98,157941,136992,88,11716.4,98057.6,24132.6,4574.4,3572.77,3034.94,1771.34,81667.9,63389.1,-8376.56,0.00302419
345058,323141,84,145800,131538,82,10524.7,115007,36937.3,4416.54,2568.21,1296.16,899.924,54513.4,60871.1,-5204.57,0.00302419
35359,37128,42,50144,49443,49,15.6189,-218.543,67.1317,654.071,658.524,1374.76,0.0720975,-914.094,-470.611,202.062,0.00403226
324160,297231,86,193692,175778,84,15664.5,163949,853.502,6127.78,2166.76,822.253,3425.57,20635.6,91093.8,-1106.5,0.00504032
307671,288051,85,131886,119353,81,6991.83,107583,31324.2,2697.77,1218.71,3035.39,1567.06,259053,43866.2,-29003.1,0.00504032
280224,257438,83,235056,210437,83,8475.28,95915,30906.9,3284.2,3682.3,248.415,4594.71,12562.1,49593.1,-2286.81,0.00806452
489226,367372,109,435478,354601,100,22953.5,371920,-294.334,11706.2,3703.74,4357.42,4235.47,67709.5,166641,-4290.86,0.0110887
300509,281626,83,102750,93033,80,4204.96,78650.6,19423.5,2609.79,2097.38,63.8049,-218.465,106151,30440.1,-12105.8,0.0120968
313896,292305,84,135678,123753,83,7958.61,84366.1,12604,4344.65,2879.06,761.362,1947.34,137016,51588.2,-14442.7,0.0131048
457877,369508,96,288494,232752,94,12118.3,308402,-879.277,8768.24,2687.36,1381.35,4154.93,26289.3,129820,-740.961,0.015121
342717,316202,84,131878,121497,82,10203.9,109327,24509.9,4398.17,3790.25,850.032,3900.55,76001.4,64777.6,-7852.24,0.0171371
261534,235833,84,181405,158918,82,6219.24,163547,2578.07,47898.5,1368.36,553.243,2129.5,454808,57978.4,-48751.5,0.0181452
309374,286689,91,146345,134899,81,7743.18,86177.7,5032.01,3360.13,2447.79,868.067,1950.25,51235,45081.8,-5108.98,0.0201613
