"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","MCL,BAX AF488-Alexa Fluor    488-A","BIM AF647-Alexa Fluor    647-A","CD5 APC-CY7-APC-Cy7-A","CD19 BV421-Brilliant Violet 421-A","LD Aqua-Fixable Aqua-A","CD69 BV605-Brilliant Violet 605-A","Ki67_BV711-Brilliant Violet 711-A","Bcl-2 PE-R-PE-A","IgG Rb AF594-AF594-A","CXCR4 PE-CY7-PE-Cy7-A","SampleID","Time"
356043,303415,91,242750,212177,87,24747.4,230101,27934.6,70020.8,2651.03,3625.21,4248.97,114758,137298,-11895.2,125439,17.6501
363407,324516,89,312595,276489,89,15886.7,245554,52462.9,82230.5,2450.18,1006.14,6485.76,181087,144075,-18930.7,82242.3,17.6528
271934,243147,82,227369,203546,83,10256.3,172901,16278,81785.4,390.802,28293.4,5052.24,289307,83674.6,-29442.2,93848.2,17.7235
401836,346017,93,329488,287039,90,13161.1,170124,9087.67,91599.3,1842.53,1483.12,1520.12,385880,118263,-43757.2,94335.9,17.857
358463,316480,90,267173,235566,88,19607.4,278026,8202,61496.9,1050.27,5122.45,6334.97,137304,169093,-13751,88600.6,17.893
351914,301509,91,283103,221699,100,17334.2,241021,58685,106722,1349.16,-310.441,6291.99,188722,155901,-20171.6,101486,18.0331
277280,256508,85,174074,159940,81,10842.8,217767,5419.34,71328.7,1628.77,18984.7,3613.99,326144,107278,-29947,70641.4,18.0865
346898,311016,87,282898,248910,87,15265.6,215750,45290.6,91466.4,2176.63,-613.14,5913.12,110912,123266,-11022.4,81956.1,18.2039
356932,323834,95,236357,213492,84,11857.8,184803,25143.5,50060.1,2352.11,20192.8,1941.95,207151,89862.2,-22582.3,93389.3,18.2092
279914,255906,83,225192,199581,84,10026.4,181740,11082.9,53192,1148.8,19345.5,2212,298238,99374,-31279,100857,18.2159
420581,352879,92,369733,307503,93,22449,372607,53788.9,76487.4,975.45,970.376,6853.71,245368,204405,-28081.4,84369,18.2706
331586,288436,86,300305,250827,88,11288.9,193328,29034.9,68022,4040.34,12302.2,9573.57,300473,72664.1,-33634.7,77031.7,18.4067
248250,230792,83,131880,120589,81,3305.98,94584.6,16901.2,42683.3,2862.52,9859.99,1866.98,79559.2,30326.7,-7852.03,95033.4,18.4868
337517,298662,87,253750,223104,87,15511.4,236586,42890.1,100379,3750.65,8588.63,4910.34,180233,110588,-19336.6,89341.6,18.4895
303251,282073,84,168893,156083,82,9690.44,150138,8967.48,50366,1870.14,49697.5,2958.29,210266,76339.2,-17536.4,89166.5,18.5562
