"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","MCL,BAX AF488-Alexa Fluor    488-A","BIM AF647-Alexa Fluor    647-A","CD5 APC-CY7-APC-Cy7-A","CD19 BV421-Brilliant Violet 421-A","LD Aqua-Fixable Aqua-A","CD69 BV605-Brilliant Violet 605-A","Ki67_BV711-Brilliant Violet 711-A","Bcl-2 PE-R-PE-A","IgG Rb AF594-AF594-A","CXCR4 PE-CY7-PE-Cy7-A","SampleID","Time"
322116,306897,86,131124,124987,84,1483.44,83744.9,6837.23,14776.3,625.649,2250.83,1603.95,497272,26335.9,4475.39,116836,1.54528
365319,328517,93,189311,162698,90,2534.49,109005,16423.1,12487.4,3608.86,6010.82,588.072,458099,35231.4,-232.266,71757.5,1.5533
272769,236236,89,184150,161580,87,631.083,99306.4,8440.52,3325.98,3245.09,2793.65,3997.95,685007,28004.8,2250.12,73042,1.56264
370487,322755,92,163766,141929,96,670.426,107048,15744.4,6019.49,3581.22,1552.16,686.501,879811,43338.6,3033.05,63847,1.60538
359593,328365,91,151506,136463,88,3877.25,126561,11349,9918.62,3414.5,7295.79,1709.45,405761,37793.6,3730.58,72742.9,1.61874
413398,369458,95,179678,151658,93,2134.33,53315,9720.93,10608.8,2426.05,18301.3,885.342,484877,18716.9,1980.93,109155,1.62275
330393,296936,96,175095,161331,87,2934.04,112127,11292,9216.44,815.277,4123.13,737.744,313787,21201.7,3642.32,94360.5,1.62675
349660,321161,90,187945,169738,86,868.821,129849,8016.23,4626.13,1872.12,4696.83,1006.63,579247,34000.7,2441.07,114643,1.62942
353885,325415,88,164003,146913,87,2463.8,90016,9074.78,6660.93,1174.38,3775.48,1668.58,400966,28759,3356.11,86079,1.64144
403904,369311,93,232361,209697,91,5475.27,148914,8910.12,3710.06,3449.41,-30.8133,1603.51,389524,33804.2,1500.42,110647,1.68953
409511,366780,92,264906,232303,93,2105.64,146363,9832.19,5673.25,3406.77,4044.88,1994.65,708994,47760,280.336,72644.2,1.70155
340189,310289,91,129934,117949,84,2493.62,89629.8,7668.35,4564.96,3029.56,8622.3,654.091,378076,35985.7,2257.35,95166,1.70155
322350,298285,90,121431,111155,87,1005.02,61696.1,7877.4,15333.5,3347.17,1568.16,1525.7,349536,21401.3,2287.82,77246.6,1.70422
292800,255296,87,163783,142975,87,2151.95,109869,8777.82,11016.9,2759.12,5371.65,1415.59,418510,29393.3,2583.59,92318.8,1.70822
420800,379460,93,240686,211125,93,2785.99,97223.1,16754.1,9406.62,2356.2,718.562,1168.62,704018,47478.5,-665.547,110391,1.71891
367819,330540,91,174393,152109,90,1628.11,88558.5,17662.6,2842.57,2826.47,8189.07,494.604,544048,33517.8,2227.33,75194.1,1.76432
399133,356448,91,241447,211331,92,2774.26,140571,18488.7,9081.07,3346.24,8761.8,1414.99,659699,46396.3,952.841,83607.9,1.76699
289652,264720,84,167044,155059,84,3001.19,108483,11117.6,4956.66,1915.95,3150.99,1150.84,410002,33062.4,3216.84,83835.4,1.79504
340483,319530,86,124901,113048,83,3004.23,106765,11533.7,4757,3365.79,1009.64,1438.03,367962,39152.4,1091.2,104618,1.79904
329707,307844,88,151198,140332,86,726.606,91908.7,11244.8,5058.84,2333.01,612.179,1036.42,555388,31764.8,8294.21,114371,1.81507
324780,310433,86,119819,114082,84,2763.08,124411,13957.2,3879.11,2612.51,3754.09,-12.6808,353613,29134.7,5506.43,108308,1.85514
289681,267116,87,132697,119585,84,3384.8,84109.2,6729.9,3688.86,1529.02,154.654,2509.63,255643,19175.8,2516.87,63390.6,1.86182
222207,181046,92,287082,238396,91,3255.36,168837,13032.1,6150.39,3538.72,4150.41,1119.09,688818,42840.7,57.0758,96863.2,1.87651
310949,273190,89,237075,206198,89,1298.18,93349.7,12430.3,4309.74,2060.68,3533.29,1657.57,398397,23937.7,3472.18,60351.3,1.90856
438991,395057,94,157448,141936,92,2737.14,109915,9216.59,4831.65,3160.78,5159.39,933.302,432939,23237.7,1073.18,101720,1.9099
335843,306216,89,163318,145889,87,1651.07,68371.3,10399.9,3022.24,1915.24,6908.94,431.237,255244,23749.1,2299.51,82179.5,1.91391
