"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","MCL,BAX AF488-Alexa Fluor™ 488-A","BIM AF647-Alexa Fluor™ 647-A","CD5 APC-CY7-APC-Cy7-A","CD19 BV421-Brilliant Violet 421-A","LD Aqua-Fixable Aqua-A","CD69 BV605-Brilliant Violet 605-A","Ki67_BV711-Brilliant Violet 711-A","Bcl-2 PE-R-PE-A","IgG Rb AF594-AF594-A","CXCR4 PE-CY7-PE-Cy7-A","Time"
398038,340741,105,262735,223431,105,2856.6,555.731,7110.85,32605.1,6631.29,1807.12,1032.81,329.996,11430.7,9188.28,16.7976
366403,324303,89,256075,227521,88,3180.29,552.823,4623.51,16791.9,6013.32,2707.19,2084.08,324.845,11852.4,9158.11,16.8673
440413,382045,94,258702,230375,93,3083.07,410.554,4261.2,8828.32,6555.18,4061.2,697.082,940.696,1707.55,823.151,17.0277
388173,328246,89,299124,258703,90,10090.5,192.388,3521.83,26782.5,4617.51,2889.2,1934.51,1473.33,16917.6,2372.81,17.1323
392365,333727,105,243642,209566,97,3076.65,42.8431,5559.89,23808.9,4770.32,12654.6,556.2,261.198,14984.7,1444.71,17.1851
397788,319089,99,396483,321164,93,2735.25,158.104,3360.74,88266.9,4144.85,5542.39,1728.35,630.563,15423.7,1442.78,17.223
424096,345047,98,366411,305499,94,3411.78,1076.18,3488.18,29296.4,6672.5,1584.59,737.334,1280.22,3000.93,955.208,17.3186
400792,348005,91,333259,292297,89,2919.25,116.888,8963.3,10529.1,5495.74,5562.29,1723.84,-89.6502,12143.5,6099.04,17.4082
387587,339835,92,213056,184146,90,2780.44,12.6919,4943.32,10600.2,4321.31,4570.11,1425.08,852.027,11265.8,8917.24,17.6114
414684,353448,98,265385,236927,90,3691.86,-147.49,5303.74,34356.2,4833.68,1893.9,1029.64,-261.996,3569.66,3718.39,17.7997
432165,364097,97,394982,350665,92,5067.9,53.8662,4935.14,69253.2,4835.84,3912.87,1347.42,1342.46,4052.89,3755.99,18.0776
372640,316977,94,365589,314564,93,2998.81,159.577,8100.44,84296.3,4780.33,3706.39,781.206,668.781,2481.11,2028.25,18.1792
327081,287889,89,235888,204194,88,3673.12,408.542,5210.55,29002.8,5470.82,8950.69,936.705,806.422,2077.24,6196.22,18.2211
475044,404241,95,316916,273571,94,9000.95,194.26,5483.85,72044.1,8779.88,3259.95,815.823,768.003,2439.37,2133.37,18.2579
380257,336892,89,215100,194454,89,1689.35,320.927,6690.32,37216.8,3282.12,9097.56,726.789,1342.87,13450.2,8468.86,18.2719
381010,346207,87,192391,174673,86,2453.63,458.859,3783.18,32922,4005.89,3628.1,1711.24,208.197,8227.27,2116.75,18.3137
463900,373444,98,366228,314754,95,7431.83,162.897,5930.86,60090.1,7200.96,3749.67,1601.37,2720.66,8256.79,8036.27,18.4412
391347,345099,89,269719,243722,89,2631.86,84.8284,11029,56475.5,3333.57,7765.66,1280.55,1458.31,12712.2,4835.61,18.5757
378590,305517,95,433201,357055,96,2982.76,-87.1591,4879.88,91412.3,5049.16,2941.15,899.829,136.466,2483.43,494.361,18.764
356636,319160,89,205775,186585,87,902.407,449.216,3620.84,47772.4,3889.17,3308.15,1729.37,2063.62,12184.6,1917.74,18.8885
403365,355415,93,285588,254041,88,3393.21,137.903,4733.91,45254.9,4700.56,17114.9,642.446,1636.72,11184.2,775.685,18.9811
424294,353161,92,314868,269129,91,3432.28,104.385,6635.16,105240,6608.58,4769.48,1006.38,1283.75,4253.72,7528.78,19.008
372762,329655,89,236154,208652,87,1423.58,188.509,5520.83,21729.3,3117,3065.36,1103.74,366.292,3157.91,6879.92,19.2032
313119,274108,90,249511,223041,87,1881.32,265.066,9272.43,45305.6,4398.86,16071.1,1801.16,916.505,11262.9,1508.31,19.272
405114,352861,91,304876,264588,90,4357.98,523.5,6512.11,39841,5662.35,9286.48,372.617,326.634,5040.93,8266.17,19.3596
456961,393620,92,275952,243054,91,6410.94,1118.1,3762.12,38252.9,5310.75,4074.34,1575.52,549.375,12151.3,1271.69,19.3646
444742,378311,95,289714,253720,91,6538.58,386.216,6924.26,66106.3,5392.02,2588,1642.35,347.449,14413.1,10009.3,19.3955
416628,356194,94,277198,240848,93,4504,204.82,3529.1,29363.4,6240.86,1668.16,507.262,852.195,3369.98,990.382,19.5041
383348,341111,97,210633,193439,88,2101.4,84.3425,7707.81,32778.9,5433.69,22589.7,2569.1,414.657,15299.5,11762.5,19.5539
407630,344378,91,248344,214943,90,2008.45,-111.654,3403.02,104898,5864.32,3262.17,1614.93,-154.665,14615.1,4642.05,19.6077
415781,361503,93,276480,244973,91,2810.03,207.166,3404.74,75981.1,4424.84,5135.67,3886,1284.95,16773.7,2086.23,19.6983
426017,356949,96,300186,262036,91,10672.1,250.809,7869.81,40520.9,8437.29,5637.28,1427.18,590.967,3686.94,10024.3,19.7332
486927,414224,99,264009,231087,92,41205.3,363.426,5379.81,67749.4,6354.91,2526.91,985.928,1847.02,3848.9,1496.31,19.8109
353201,308212,88,301153,270495,88,4397.9,299.67,6105.14,26087.3,4967.6,11682,1602.68,460.554,16111,10426.8,19.8238
405998,342409,101,323128,285112,92,2194.47,755.757,4943.28,79430.3,4408.33,1778.12,1948.71,662.972,4965.14,950.82,19.9234
441416,347152,101,386765,319733,101,4174.19,797.568,4319.08,62338.8,6413.16,24970,1891.97,837.252,13973.5,1545.42,20.0599
396339,342616,92,258919,225558,91,3170.96,164.353,4816.01,80966.9,4486.02,972.853,2003.7,1481.6,16333.7,6945.06,20.1854
404014,354798,90,282375,255345,90,2492.6,427.132,7461.67,16916.3,5037.79,11106.1,2215.97,652.559,15669.7,11647.9,20.2103
402749,353612,97,237300,207464,88,2052.68,178.099,4436.34,22370.5,5366.16,11858.4,1200.99,-943.724,3814.51,6383.5,20.5331
