"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","MCL,BAX AF488-Alexa Fluor™ 488-A","BIM AF647-Alexa Fluor™ 647-A","CD5 APC-CY7-APC-Cy7-A","CD19 BV421-Brilliant Violet 421-A","LD Aqua-Fixable Aqua-A","CD69 BV605-Brilliant Violet 605-A","Ki67_BV711-Brilliant Violet 711-A","Bcl-2 PE-R-PE-A","IgG Rb AF594-AF594-A","CXCR4 PE-CY7-PE-Cy7-A","Time","SampleID"
327420,293871,88,238091,206721,86,4242.51,289.279,5127.51,76601,3594.26,2044.84,2966.48,1045.01,36038.8,527.493,5.64313,1
303105,275673,83,261900,238926,81,3495.22,1591.98,6673.94,91074.8,4205.22,2514.7,1297.14,116.692,28081,484.372,5.65847,1
283534,246465,86,219974,189902,84,29218.9,-99.8306,7531.14,62970.7,2215.14,14254.3,4363.71,1450.86,42665,6914.5,5.66153,1
211766,189940,81,214037,189282,82,17558.1,-130.634,6667.35,15681.8,2310.41,1020.61,4593.69,721.599,27037.6,28.9238,5.6922,1
324064,288562,94,182325,153595,86,27767.6,-356.156,6250.13,93766.5,2340.58,20094.9,4241.55,945.234,44732.9,4258.02,5.69322,1
314927,289046,85,149363,134152,82,1312.22,-70.2181,2885.74,23255.2,3837.94,2445.47,1667.53,-69.4692,29951.3,1937.47,5.73308,1
350584,313347,90,282148,247020,90,8208.29,80.1386,4963.36,88846.1,4075.12,7820.8,1913.97,1387.26,40179.5,-521.882,5.77601,1
328927,295900,90,205751,179526,83,9159.48,200.882,5482.35,86310.2,982.492,33483.9,1849,104.128,33905.2,205.619,5.78419,1
325749,283455,86,371158,322956,87,5109.93,-783.898,13682,57607.4,4344.78,1634.78,4436.65,503.504,48310.1,5301.16,5.7893,1
318818,286838,86,263367,232442,84,3332.19,718.388,6214.57,51822.5,2838.24,12408.8,1061.54,100.78,35812.8,675.92,5.83836,1
303329,275246,83,243924,216501,83,6632.9,-582.656,3507.4,58379.2,2618.87,14170.2,1641.03,758.948,20071.3,-488.788,5.89764,1
306247,275085,87,250265,221624,84,3573.25,1381.08,7850.88,52992.6,3363.55,26358.4,1520.9,-1090.7,33054.9,471.088,5.92933,1
335013,300268,86,208653,184648,83,27118.3,-126.755,2935.82,32465.4,2290.27,14399.8,2216.87,581.004,47140.7,2336.91,6.00803,1
295753,257123,85,223045,188936,86,4003.36,-108.548,8673.77,125640,1159.85,30199.4,409.263,-472.513,27840.1,151.603,6.01723,1
298284,272303,84,206547,182776,82,6395.4,-253.679,7725.44,89099.7,2560.72,2328.62,2214.15,-226.359,29671,311.089,6.03052,1
343784,304350,87,346681,297557,87,5187.12,1508.7,8826.64,93809,3023.99,23371.6,5024.41,296.279,50938.5,96.6569,6.03256,1
306747,270634,87,248552,217619,86,10957.5,520.439,6284.59,71119.7,2581.45,2388.38,1979.78,-464.635,28455.5,660.411,6.16339,1
315823,272176,84,311245,254152,87,7349.95,642.168,2907.98,41218.9,5774.37,1285.97,3024.8,513.423,48632.8,504.491,6.20837,1
